prodcode,productname,ingredient,bnftext,routeofadministration,dmdcode,therapyevents,bnfchapter,emo,top_cs,tcal,oral_cs,aza,metho,cic,myco,potency,injection,new202007
41386,betamethasone 0.1% ointment in emollient cream 50:50,betamethasone valerate,emollient skin preparations/potent topical corticosteroids,topical,2.39E+17,97,13020102/13040400,1,1,,,,,,,potent,,
10366,dermalex skin lotion (sanofi-synthelabo ltd),allantoin/hexachlorophene,"emollient skin preparations/preparations for minor cuts, boils and abrasions",topical,8.07E+16,4990,13020102/13100500,1,,,,,,,,,,
52059,generic e45 cream,liquid paraffin light/white soft paraffin/wool fat,emollients,cutaneous,3.42E+15,2888,13020100,1,,,,,,,,,,
24981,white soft paraffin 50% / liquid paraffin 50% ointment (j m loveridge ltd),white soft paraffin/liquid paraffin,emollients,cutaneous,3.30E+15,2989,13020100,1,,,,,,,,,,
62488,white soft paraffin 35% / liquid paraffin light 45% ointment,,emollients,,2.80E+16,490,13020100,1,,,,,,,,,,
34050,emulsifying ointment (teva uk ltd),liquid paraffin/emulsifying wax/white soft paraffin,emollients,cutaneous,7.27E+14,175,13020100,1,,,,,,,,,,
43443,yellow soft paraffin solid (pinewood healthcare),yellow soft paraffin,emollients,cutaneous,1.36E+16,91,13020100,1,,,,,,,,,,
68136,emulfin ointment (ennogen healthcare ltd),,emollients,cutaneous,3.10E+16,4,13020100,1,,,,,,,,,,
76066,ovelle aqueous cream (ovelle pharmaceuticals),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollients,cutaneous,3.58E+16,3,13020100,1,,,,,,,,,,
31952,liquid paraffin liquid (a a h pharmaceuticals ltd),liquid paraffin,emollients,oral,4.06E+15,63,13020100,1,,,,,,,,,,
37951,yellow soft paraffin solid (a a h pharmaceuticals ltd),yellow soft paraffin,emollients,cutaneous,3.72E+15,30,13020100,1,,,,,,,,,,
34369,emulsifying ointment (ecolab healthcare division),liquid paraffin/emulsifying wax/white soft paraffin,emollients,cutaneous,3.05E+14,23,13020100,1,,,,,,,,,,
48774,white soft paraffin 30% / liquid paraffin 40% ointment,,emollients,,2.03E+16,1888,13020100,1,,,,,,,,,,
78649,emulsifying ointment (actavis uk ltd),liquid paraffin/emulsifying wax/white soft paraffin,emollients,cutaneous,9.80E+13,5,13020100,1,,,,,,,,,,
80730,emulsifess ointment (essential-healthcare ltd),liquid paraffin/emulsifying wax/white soft paraffin,emollients,cutaneous,3.76E+16,4,13020100,1,,,,,,,,,,
47632,aquamax wash (dermato logical ltd),,emollients,route of administration not applicable,1.93E+16,1656,13020100,1,,,,,,,,,,
17974,aqueous cream (thornton & ross ltd),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollients,cutaneous,6.59E+14,2552,13020100,1,,,,,,,,,,
37083,white soft paraffin 75% / liquid paraffin 25% ointment,liquid paraffin/white soft paraffin,emollients,route of administration not applicable,1.62E+16,348,13020100,1,,,,,,,,,,
68842,aquaderm liquid paraffin 50% in white soft paraffin ointment (impectron ltd),white soft paraffin/liquid paraffin,emollients,cutaneous,3.35E+16,157,13020100,1,,,,,,,,,,
73866,e45 eczema repair cream (reckitt benckiser healthcare (uk) ltd),,emollients,,3.53E+16,97,13020100,1,,,,,,,,,,
3232,hydromol 2.5% cream (alliance pharmaceuticals ltd),sodium pidolate/sodium lactate/liquid paraffin/isopropyl myristate,emollients,cutaneous,3.66E+14,200017,13020100,1,,,,,,,,,,
5452,the 50:50 ointment (the boots company plc),white soft paraffin/liquid paraffin,emollients,cutaneous,2.92E+15,34812,13020100,1,,,,,,,,,,
79168,white soft paraffin 50% / liquid paraffin 50% ointment (kent pharmaceuticals ltd),white soft paraffin/liquid paraffin,emollients,cutaneous,3.30E+15,0,13020100,1,,,,,,,,,,
6726,isopropyl myristate 15% / liquid paraffin 15% gel,isopropyl myristate/liquid paraffin,emollients,cutaneous,3.66E+15,60154,13020100,1,,,,,,,,,,
59023,generic e45 emollient wash cream,,emollients,cutaneous,3.42E+15,264,13020100,1,,,,,,,,,,
59,aqueous cream,emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollients,cutaneous,1.46E+16,3749262,13020100,1,,,,,,,,,,
58138,aqueous cream (almus pharmaceuticals ltd),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollients,cutaneous,9.79E+15,36,13020100,1,,,,,,,,,,
78864,emulsifying ointment (mawdsley-brooks & company ltd),liquid paraffin/emulsifying wax/white soft paraffin,emollients,cutaneous,3.01E+16,1,13020100,1,,,,,,,,,,
5656,pure health liquid paraffin/white soft paraffin (lexon (uk) ltd),white soft paraffin/liquid paraffin,emollients,cutaneous,2.92E+15,1969,13020100,1,,,,,,,,,,
72833,generic e45 emollient bath oil,,emollients,route of administration not applicable,3.42E+15,63,13020100,1,,,,,,,,,,
59214,emulsifying wax 3% cutaneous emulsion,,emollients,,2.86E+16,930,13020100,1,,,,,,,,,,
78156,yellow soft paraffin solid (thornton & ross ltd),yellow soft paraffin,emollients,cutaneous,3.72E+15,81,13020100,1,,,,,,,,,,
73647,emulsifying ointment (almus pharmaceuticals ltd),liquid paraffin/emulsifying wax/white soft paraffin,emollients,cutaneous,9.79E+15,0,13020100,1,,,,,,,,,,
33791,hydrous ointment (ecolab healthcare division),magnesium sulfate dried/phenoxyethanol/wool alcohols ointment,emollients,cutaneous,3.31E+15,2,13020100,1,,,,,,,,,,
64,e45 cream (forum health products ltd),liquid paraffin light/white soft paraffin/wool fat,emollients,cutaneous,5.45E+14,3837849,13020100,1,,,,,,,,,,
72200,kreamoint 50:50 ointment (essential-healthcare ltd),white soft paraffin/liquid paraffin,emollients,cutaneous,3.51E+16,339,13020100,1,,,,,,,,,,
40602,aqueous cream (teva uk ltd),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollients,cutaneous,9.16E+14,553,13020100,1,,,,,,,,,,
63044,emulsifying ointment (de pharmaceuticals),liquid paraffin/emulsifying wax/white soft paraffin,emollients,cutaneous,2.39E+16,0,13020100,1,,,,,,,,,,
70407,aquaderm hydrous ointment (impectron ltd),magnesium sulfate dried/phenoxyethanol/wool alcohols ointment,emollients,cutaneous,3.35E+16,7,13020100,1,,,,,,,,,,
62834,emulsifying wax 3% cutaneous emulsion (special order),,emollients,,2.86E+16,119,13020100,1,,,,,,,,,,
54537,emulsifying ointment 50% / liquid paraffin 50% ointment,,emollients,cutaneous,1.85E+16,484,13020100,1,,,,,,,,,,
34726,aqueous cream (co-pharma ltd),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollients,cutaneous,1.73E+16,18,13020100,1,,,,,,,,,,
4641,white soft paraffin 50% / liquid paraffin 50% ointment,white soft paraffin/liquid paraffin,emollients,cutaneous,331384006,553677,13020100,1,,,,,,,,,,
74263,aqueous cream (the boots company plc),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollients,cutaneous,7.81E+14,0,13020100,1,,,,,,,,,,
64262,aqueous cream (vantage),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollients,cutaneous,1.97E+16,1,13020100,1,,,,,,,,,,
37975,emulsifying ointment (a a h pharmaceuticals ltd),liquid paraffin/emulsifying wax/white soft paraffin,emollients,cutaneous,3.59E+14,13,13020100,1,,,,,,,,,,
29346,white soft paraffin 50% / liquid paraffin 50% ointment (thornton & ross ltd),white soft paraffin/liquid paraffin,emollients,cutaneous,3.31E+15,854,13020100,1,,,,,,,,,,
75983,ovelle emulsifying ointment (ennogen healthcare ltd),liquid paraffin/emulsifying wax/white soft paraffin,emollients,cutaneous,3.58E+16,25,13020100,1,,,,,,,,,,
43933,hydrous ointment (a a h pharmaceuticals ltd),magnesium sulfate dried/phenoxyethanol/wool alcohols ointment,emollients,cutaneous,3.00E+15,7,13020100,1,,,,,,,,,,
67378,hypobase gel (galen ltd),isopropyl myristate/liquid paraffin,emollients,cutaneous,3.10E+16,58,13020100,1,,,,,,,,,,
5359,e45 emollient shower cream (reckitt benckiser healthcare (uk) ltd),,emollients,cutaneous,4.28E+15,47924,13020100,1,,,,,,,,,,
76022,generic aquamax wash,,emollients,route of administration not applicable,1.93E+16,1,13020100,1,,,,,,,,,,
5820,e45 lotion (forum health products ltd),,emollients,cutaneous,1.67E+14,75615,13020100,1,,,,,,,,,,
4703,e45 emollient bath oil (forum health products ltd),,emollients,route of administration not applicable,8.62E+14,91505,13020100,1,,,,,,,,,,
71765,generic exocream,,emollients,,3.13E+16,0,13020100,1,,,,,,,,,,
64541,pure health liquid paraffin 50% in white soft paraffin ointment (lexon (uk) ltd),white soft paraffin/liquid paraffin,emollients,cutaneous,2.90E+16,46,13020100,1,,,,,,,,,,
42733,yellow soft paraffin solid (j m loveridge ltd),yellow soft paraffin,emollients,cutaneous,3.72E+15,28,13020100,1,,,,,,,,,,
36105,aqueous cream (sandoz ltd),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollients,cutaneous,4.93E+13,1,13020100,1,,,,,,,,,,
63887,emulsifying ointment (pinewood healthcare),liquid paraffin/emulsifying wax/white soft paraffin,emollients,cutaneous,1.36E+16,4,13020100,1,,,,,,,,,,
28635,hydrous ointment (thornton & ross ltd),magnesium sulfate dried/phenoxyethanol/wool alcohols ointment,emollients,cutaneous,3.31E+15,30,13020100,1,,,,,,,,,,
7152,hydrous ointment,magnesium sulfate dried/phenoxyethanol/wool alcohols ointment,emollients,cutaneous,1.46E+16,125989,13020100,1,,,,,,,,,,
41969,liquid paraffin liquid (pinewood healthcare),liquid paraffin,emollients,oral,8.99E+15,53,13020100,1,,,,,,,,,,
48651,fifty:50 ointment (ennogen healthcare ltd),white soft paraffin/liquid paraffin,emollients,cutaneous,1.97E+16,8487,13020100,1,,,,,,,,,,
67162,white soft paraffin 50% / liquid paraffin 50% ointment (alliance healthcare (distribution) ltd),white soft paraffin/liquid paraffin,emollients,cutaneous,3.30E+15,2041,13020100,1,,,,,,,,,,
62394,cetraben ointment (thornton & ross ltd),,emollients,,2.80E+16,28919,13020100,1,,,,,,,,,,
49098,aripro mousse (meadow laboratories ltd),,emollients,,1.96E+16,223,13020100,1,,,,,,,,,,
2960,yellow soft paraffin solid,yellow soft paraffin,emollients,cutaneous,1.46E+16,26496,13020100,1,,,,,,,,,,
70625,"bell's emollient 50 ointment (bell,sons & co (druggists) ltd)",white soft paraffin/liquid paraffin,emollients,cutaneous,3.25E+16,7,13020100,1,,,,,,,,,,
33753,emulsifying ointment (thornton & ross ltd),liquid paraffin/emulsifying wax/white soft paraffin,emollients,cutaneous,8.70E+13,94,13020100,1,,,,,,,,,,
54951,generic e45 lotion,,emollients,cutaneous,3.42E+15,51,13020100,1,,,,,,,,,,
68217,myribase gel (galen ltd),isopropyl myristate/liquid paraffin,emollients,cutaneous,3.24E+16,19970,13020100,1,,,,,,,,,,
44012,aqueous cream (kent pharmaceuticals ltd),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollients,cutaneous,2.61E+14,1,13020100,1,,,,,,,,,,
41578,aqueous cream (actavis uk ltd),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollients,cutaneous,3.72E+14,454,13020100,1,,,,,,,,,,
205,emulsifying ointment,liquid paraffin/emulsifying wax/white soft paraffin,emollients,cutaneous,1.46E+16,774843,13020100,1,,,,,,,,,,
49007,zeroderm ointment (thornton & ross ltd),,emollients,,2.02E+16,69900,13020100,1,,,,,,,,,,
49335,e45 intense recovery lotion (reckitt benckiser healthcare (uk) ltd),,emollients,cutaneous,2.03E+16,3417,13020100,1,,,,,,,,,,
67134,exocream (galen ltd),,emollients,,3.13E+16,58430,13020100,1,,,,,,,,,,
5078,e45 emollient wash cream (forum health products ltd),,emollients,cutaneous,6.96E+14,93148,13020100,1,,,,,,,,,,
34030,aqueous cream (a a h pharmaceuticals ltd),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollients,cutaneous,3.97E+14,475,13020100,1,,,,,,,,,,
34410,aqueous cream (ecolab healthcare division),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollients,cutaneous,3.34E+14,197,13020100,1,,,,,,,,,,
51901,white soft paraffin 50% / liquid paraffin 50% ointment (a a h pharmaceuticals ltd),white soft paraffin/liquid paraffin,emollients,cutaneous,2.92E+15,11,13020100,1,,,,,,,,,,
68769,aquaderm aqueous cream (impectron ltd),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollients,cutaneous,3.35E+16,198,13020100,1,,,,,,,,,,
16851,sodium pidolate 2.5% cream,sodium pidolate/sodium lactate/liquid paraffin/isopropyl myristate,emollients,cutaneous,3.50E+15,3558,13020100,1,,,,,,,,,,
67556,epimax isomol gel (aspire pharma ltd),isopropyl myristate/liquid paraffin,emollients,cutaneous,3.09E+16,68884,13020100,1,,,,,,,,,,
58668,hydrous ointment (pinewood healthcare),magnesium sulfate dried/phenoxyethanol/wool alcohols ointment,emollients,cutaneous,1.36E+16,7,13020100,1,,,,,,,,,,
41446,balneum cream (almirall ltd),,emollients/emollient ointment,,1.63E+16,64011,13020100/71580200,1,,,,,,,,,,
58983,generic balneum cream,,emollients/emollient ointment,,1.64E+16,3,13020100/71580200,1,,,,,,,,,,
27179,chymol emollient balm ointment (herbal concepts ltd),terpineol/eucalyptus oil/methyl salicylate/phenol,emollients/emollient skin preparations,cutaneous,8.01E+15,3,13020100/13020102,1,,,,,,,,,,
61971,emulfin ointment (ennogen healthcare ltd),,emollients/extemporaneous item,route of administration not applicable,2.28E+16,7,13020100/50030000,1,,,,,,,,,,
56465,emulsifying ointment 50% / white soft paraffin 50%,,emollients/extemporaneous item,route of administration not applicable,1.54E+16,601,13020100/50030000,1,,,,,,,,,,
60633,propylene glycol 20% in aqueous cream,propylene glycol,extemporaneous item,cutaneous,2.16E+16,13,50030000,1,,,,,,,,,,
31188,urea powder,urea,extemporaneous item,route of administration not applicable,1.80E+16,8,50030000,1,,,,,,,,,,
17471,fractionated coconut oil,coconut oil fractionated,extemporaneous item,route of administration not applicable,8.16E+15,154,50030000,1,,,,,,,,,,
37941,propylene glycol 40% in aqueous cream,propylene glycol,extemporaneous item,route of administration not applicable,1.82E+16,229,50030000,1,,,,,,,,,,
23057,castor oil liquid,,laxatives/emollient skin preparations,,3.61E+16,142,01060000/13020102,1,,,,,,,,,,
45725,hydromol hc intensive cream (alliance pharmaceuticals ltd),urea/hydrocortisone,mild topical corticosteroids,cutaneous,1.85E+16,861,13040200,1,1,,,,,,,mild,,
6841,urea with hydrocortisone and lactic acid cream,lactic acid/urea/hydrocortisone,moderate topical corticosteroids,topical,1.50E+17,5346,13040300,1,1,,,,,,,moderate,,
22913,hydrocortisone with urea and lactic acid cream,lactic acid/urea/hydrocortisone,moderate topical corticosteroids,topical,1.18E+17,63,13040300,1,1,,,,,,,moderate,,
10479,sential hc cream (galderma (uk) ltd),urea/hydrocortisone,moderate topical corticosteroids,topical,1.17E+17,290,13040300,1,1,,,,,,,moderate,,
36867,betamethasone valerate 0.1% ointment in white soft paraffin ointment 10%,betamethasone valerate,potent topical corticosteroids,topical,2.39E+17,91,13040400,1,1,,,,,,,potent,,
79085,beclometasone 25% ointment with chlortetracycline 3% in white soft paraffin (bcm),beclometasone dipropionate/chlortetracycline hydrochloride,potent topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),,2.39E+17,1,13040400/13100102,1,1,,,,,,,potent,,
26281,deionised water with glycerin and propylene glycol aqueous gel,glycerol/purified water/propylene glycol,preparations for vaginal and vulval changes/emollient skin preparations,topical,2.09E+17,9,07020100/13020102,1,,,,,,,,,,
59480,boots cradle cap cream from birth (the boots company plc),wool fat/almond oil,shampoos and other preparations for scalp and hair conditions,cutaneous,1.78E+16,23,13090000,1,,,,,,,,,,
48580,almond oil 5% / lanolin anhydrous 1% cream,wool fat/almond oil,shampoos and other preparations for scalp and hair conditions,cutaneous,1.78E+16,167,13090000,1,,,,,,,,,,
41167,e45 dry scalp shampoo (reckitt benckiser healthcare (uk) ltd),,shampoos and other scalp preparations,route of administration not applicable,9.86E+15,6202,13090100,1,,,,,,,,,,
9845,oilatum scalp treatment shampoo (glaxosmithkline consumer healthcare),,shampoos and other scalp preparations,cutaneous,4.27E+15,74550,13090100,1,,,,,,,,,,
66435,generic oilatum scalp treatment shampoo,,shampoos and other scalp preparations,cutaneous,4.28E+15,1,13090100,1,,,,,,,,,,
45049,urea 5% shampoo,urea,shampoos and other scalp preparations,cutaneous,7.57E+15,562,13090100,1,,,,,,,,,,
65284,aveeno skin relief soothing shampoo (johnson & johnson ltd),,shampoos and other scalp preparations,,3.09E+16,2303,13090100,1,,,,,,,,,,
56032,eucerin dermocapillaire calming urea scalp treatment (beiersdorf uk ltd),urea,shampoos and other scalp preparations,cutaneous,2.22E+16,590,13090100,1,,,,,,,,,,
57495,urea 5% scalp application,urea,shampoos and other scalp preparations,cutaneous,2.22E+16,74,13090100,1,,,,,,,,,,
77600,essential fatty acids esterified scalp moisturiser,,shampoos and other scalp preparations,,2.41E+17,1,13090100,1,,,,,,,,,,
67750,generic oilatum scalp intensive treatment shampoo,,shampoos and other scalp preparations,cutaneous,1.21E+16,0,13090100,1,,,,,,,,,,
44563,eucerin dermocapillaire calming urea shampoo (beiersdorf uk ltd),urea,shampoos and other scalp preparations,cutaneous,7.55E+15,4250,13090100,1,,,,,,,,,,
11005,imuderm shampoo (goldshield pharmaceuticals ltd),sodium lauryl ether sulphate,shampoos and other scalp preparations,topical,2.27E+17,9,13090100,1,,,,,,,,,,
15319,cetomacrogol emulsifying wax,cetomacrogol emulsifying wax,skin,,2.62E+15,30,13000000,1,,,,,,,,,,
34155,cetomacrogol creaam,liquid paraffin/cetomacrogol emulsifying wax/white soft paraffin,skin,,9.77E+16,406,13000000,1,,,,,,,,,,
28832,wool alcohols vehicle base,liquid paraffin/wool alcohols,skin,,2.22E+15,7,13000000,1,,,,,,,,,,
6258,white paraffin ointment bp,beeswax white/hard paraffin/white soft paraffin,skin,,1.10E+16,7698,13000000,1,,,,,,,,,,
79592,remedy barrier moisturising cream 2ml sachets msce92534pk (medline industries ltd),,skin protective barrier cream,route of administration not applicable,3.51E+16,1,75180200,1,,,,,,,,,,
79581,remedy barrier moisturising cream (medline industries ltd),,skin protective barrier cream,route of administration not applicable,3.51E+16,13,75180200,1,,,,,,,,,,
30812,white soft paraffin - base plate (lapgap),white soft paraffin,skin/emollient skin preparations,cutaneous,9.10E+16,11,13000000/13020102,1,,,,,,,,,,
550,lanolin ointment (adams healthcare),wool fat,skin/emollient skin preparations,cutaneous,5.41E+16,358,13000000/13020102,1,,,,,,,,,,
10992,petroleum base (a a h pharmaceuticals ltd),white soft paraffin,skin/emollient skin preparations,cutaneous,6.89E+16,57,13000000/13020102,1,,,,,,,,,,
34131,white soft paraffin gel (thornton & ross ltd),white soft paraffin,skin/emollient skin preparations,cutaneous,1.74E+16,102,13000000/13020102,1,,,,,,,,,,
731,lanolin ointment,wool fat/yellow soft paraffin,skin/emollient skin preparations,topical,2.38E+17,413,13000000/13020102,1,,,,,,,,,,
4108,cetomacrogol emulsifying ointment,liquid paraffin/cetomacrogol emulsifying wax/white soft paraffin,skin/emollient skin preparations,topical,6.27E+16,1689,13000000/13020102,1,,,,,,,,,,
195,lanolin cream (ayrton saunders ltd),wool fat,skin/emollient skin preparations,cutaneous,5.40E+16,653,13000000/13020102,1,,,,,,,,,,
2118,ultrabase cream (valeant pharmaceuticals ltd),liquid paraffin/methyl hydroxybenzoate/white soft paraffin,skin/emollient skin preparations,topical,3.29E+16,82581,13000000/13020102,1,,,,,,,,,,
21132,white soft paraffin - base plate (actavis uk ltd),white soft paraffin,skin/emollient skin preparations,cutaneous,7.11E+16,17,13000000/13020102,1,,,,,,,,,,
31730,white soft paraffin gel (adams healthcare),white soft paraffin,skin/emollient skin preparations,cutaneous,2.86E+16,2,13000000/13020102,1,,,,,,,,,,
9747,petroleum white jelly,white soft paraffin,skin/emollient skin preparations,topical,4.10E+16,5975,13000000/13020102,1,,,,,,,,,,
9509,emollient with hydroxybenzoates cream,liquid paraffin/methyl hydroxybenzoate/white soft paraffin,skin/emollient skin preparations,topical,1.91E+17,441,13000000/13020102,1,,,,,,,,,,
36713,emollient with hydroxybenzoates lotion,liquid paraffin/methyl hydroxybenzoate/white soft paraffin,skin/emollient skin preparations,topical,1.91E+17,1,13000000/13020102,1,,,,,,,,,,
14262,e45 junior foaming bath milk (reckitt benckiser healthcare (uk) ltd),,soap substitute,cutaneous,8.17E+15,6287,13110800,1,,,,,,,,,,
36341,qv 10% wash (crawford healthcare ltd),glycerol,soap substitute,cutaneous,1.18E+16,1827,13110800,1,,,,,,,,,,
36371,glycerol 10% wash,glycerol,soap substitute,cutaneous,1.18E+16,98,13110800,1,,,,,,,,,,
71762,clinisan emollient skin cleansing foam (vernacare ltd),,soap substitute,,3.49E+16,132,13110800,1,,,,,,,,,,
49161,e45 junior hand & body wash (reckitt benckiser healthcare (uk) ltd),,soap substitute,route of administration not applicable,1.40E+16,204,13110800,1,,,,,,,,,,
49409,beclometasone 0.0025% in white soft paraffin,beclometasone dipropionate,topical corticosteroids,route of administration not applicable,2.01E+16,18,13040000,1,1,,,,,,,potent,,
78527,hydrocortisone 1% cream 50% in aqueous cream,,topical corticosteroids/mild topical corticosteroids,,3.24E+16,1,13040000/13040200,1,1,,,,,,,mild,,
80802,hydrocortisone 1% in white soft paraffin,,topical corticosteroids/mild topical corticosteroids,,3.25E+16,5,13040000/13040200,1,1,,,,,,,mild,,
70905,hydrocortisone 0.5% ointment 50% in white soft paraffin,,topical corticosteroids/mild topical corticosteroids,,3.08E+16,1,13040000/13040200,1,1,,,,,,,mild,,
72440,hydrocortisone 2% in white soft paraffin,,topical corticosteroids/mild topical corticosteroids,,3.25E+16,1,13040000/13040200,1,1,,,,,,,mild,,
78769,clobetasone 0.05% ointment 50% in white soft paraffin,clobetasone butyrate,topical corticosteroids/moderate topical corticosteroids,route of administration not applicable,1.85E+16,1,13040000/13040300,1,1,,,,,,,moderate,,
10220,hydrocortisone 1% / urea 10% cream,urea/hydrocortisone,topical corticosteroids/moderate topical corticosteroids,cutaneous,331722005,23091,13040000/13040300,1,1,,,,,,,moderate,,
1880,alphaderm 1%/10% cream (alliance pharmaceuticals ltd),urea/hydrocortisone,topical corticosteroids/moderate topical corticosteroids,cutaneous,2.93E+15,184225,13040000/13040300,1,1,,,,,,,moderate,,
63645,generic calmurid hc cream,hydrocortisone/urea/lactic acid,topical corticosteroids/moderate topical corticosteroids/preparations for eczema and psoriasis/preparations for eczema,cutaneous,3.39E+15,4,13040000/13040300/13050000/13050100,1,1,,,,,,,moderate,,
2116,calmurid hc cream (galderma (uk) ltd),hydrocortisone/urea/lactic acid,topical corticosteroids/moderate topical corticosteroids/preparations for eczema and psoriasis/preparations for eczema,cutaneous,5.37E+14,84349,13040000/13040300/13050000/13050100,1,1,,,,,,,moderate,,
64802,beclometasone 0.025% in aqueous cream,beclometasone dipropionate,topical corticosteroids/potent topical corticosteroids,route of administration not applicable,1.61E+16,757,13040000/13040400,1,1,,,,,,,potent,,
77017,betamethasone dipropionate 0.05% ointment 25% / propylene glycol 10% in generic unguentum m cream,betamethasone dipropionate/propylene glycol,topical corticosteroids/potent topical corticosteroids,cutaneous,2.24E+16,3,13040000/13040400,1,1,,,,,,,potent,,
68903,beclometasone 0.025% ointment 10% in white soft paraffin,,topical corticosteroids/potent topical corticosteroids,,2.97E+16,23,13040000/13040400,1,1,,,,,,,potent,,
56295,beclometasone 0.025% in white soft paraffin,beclometasone dipropionate,topical corticosteroids/potent topical corticosteroids,route of administration not applicable,2.21E+16,1,13040000/13040400,1,1,,,,,,,potent,,
77939,mometasone 0.1% ointment 10% in white soft paraffin,,topical corticosteroids/potent topical corticosteroids,,3.27E+16,1,13040000/13040400,1,,,,,,,,,,
68374,betamethasone valerate 0.1% ointment 5% in white soft paraffin,betamethasone valerate,topical corticosteroids/potent topical corticosteroids/extemporaneous item,route of administration not applicable,1.52E+16,4,13040000/13040400/50030000,1,1,,,,,,,potent,,
76966,betamethasone valerate 0.1% ointment 33% in white soft paraffin,betamethasone valerate,topical corticosteroids/potent topical corticosteroids/extemporaneous item,route of administration not applicable,1.55E+16,50,13040000/13040400/50030000,1,1,,,,,,,potent,,
77014,betamethasone valerate 0.1% cream 30% in aqueous cream,betamethasone valerate,topical corticosteroids/potent topical corticosteroids/extemporaneous item,route of administration not applicable,1.52E+16,10,13040000/13040400/50030000,1,1,,,,,,,potent,,
76939,betamethasone valerate 0.1% cream 75% in aqueous cream,betamethasone valerate,topical corticosteroids/potent topical corticosteroids/extemporaneous item,route of administration not applicable,1.52E+16,122,13040000/13040400/50030000,1,1,,,,,,,potent,,
79092,clobetasol 0.05% cream 10% in unguentum m cream (special order),,topical corticosteroids/very potent topical corticosteroids,,2.98E+16,2,13040000/13040500,1,,,,,,,,,,
76825,calcipotriol 50micrograms/g ointment 50% in white soft paraffin,,topical preparations for psoriasis,,3.08E+16,1,13050202,1,,,,,,,,,,
23647,calmurid,,unknown,,,0,0,1,,,,,,,,,,
22200,liq paraf light bath oil 90%,,unknown,,1.88E+17,27,0,1,,,,,,,,,,
10891,hydrocortisone in white soft paraffin 1 % oin,,unknown,,1.14E+17,3643,0,1,1,,,,,,,mild,,
31040,kaolin light/liquid paraffin mix,,unknown,,1.75E+17,1,0,1,,,,,,,,,,
15670,oilatum junior flare-up,,unknown,,,2,0,1,,,,,,,,,,
3249,keri therapeutic lotion (bristol-myers squibb pharmaceuticals ltd),liquid paraffin,unknown,cutaneous,3.06E+15,26337,0,1,,,,,,,,,,
26673,e45,,unknown,,,2,0,1,,,,,,,,,,
8948,aveeno bath oil oil,,unknown,,1.63E+17,7023,0,1,,,,,,,,,,
22185,hydromol emollient,,unknown,,,11,0,1,,,,,,,,,,
23596,balneum bath oil,,unknown,,,3,0,1,,,,,,,,,,
1543,white soft paraffin 50%/ liq paraffin 5%,,unknown,,1.89E+17,9283,0,1,,,,,,,,,,
4767,emulsifying wax,,unknown,,3.61E+16,15835,0,1,,,,,,,,,,
8440,betnovate 10% in white soft paraffin oin,,unknown,,1.89E+17,624,0,1,1,,,,,,,potent,,
35649,sensicare emollient cream (convatec ltd),,unknown,,1.13E+16,265,0,1,,,,,,,,,,
23663,liq paraffin 5%/white soft paraffin 95%,,unknown,,,0,0,1,,,,,,,,,,
36117,white soft paraffin 15% / dimeticone 1% cream,white soft paraffin/dimeticone,unknown,cutaneous,3.75E+15,32,0,1,,,,,,,,,,
14692,liquid paraffin light 69.6% / almond oil 30% bath oil,almond oil/liquid paraffin light,unknown,cutaneous,3.78E+15,436,0,1,,,,,,,,,,
30510,oilatum emollient,,unknown,,,12,0,1,,,,,,,,,,
1870,lacticare lotion (stiefel laboratories (uk) ltd),lactic acid/sodium pidolate,unknown,cutaneous,3.87E+15,4060,0,1,,,,,,,,,,
3511,alcoderm lotion (galderma (uk) ltd),liquid paraffin,unknown,cutaneous,3.06E+15,1224,0,1,,,,,,,,,,
28755,lactic acid 5% / sodium pidolate 2.5% lotion,lactic acid/sodium pidolate,unknown,cutaneous,3.88E+15,15,0,1,,,,,,,,,,
8919,urea 10%/hydrocortisone 1% cre,,unknown,,5.67E+16,9877,0,1,1,,,,,,,mild,,
12612,imuderm therapeutic oil (mercury pharma group ltd),almond oil/liquid paraffin light,unknown,cutaneous,3.77E+15,1258,0,1,,,,,,,,,,
22222,betnovate 10% in emulsifying ointment,,unknown,,,9,0,1,1,,,,,,,potent,,
29058,urea / wool alcohol oint / aqua dest 10 %,,unknown,,1.30E+17,1,0,1,,,,,,,,,,
